TrackID_1,TrackID_2,TrackID_3,TrackID_4,TrackID_5,TrackID_6,TrackID_7,TrackID_8,TrackID_9,TrackID_10,TrackID_11,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
88,96,99,122,130,139,144,143,155,157,187,29-Aug-2023 01:25:28,27-Apr-4047 03:20:48,29-Aug-2023 01:39:31,33675.4152045822,-1988.75979765458,33660.035337065,-2046.75513949469,33690.7950720995,-1930.76445581447,25.5366132833319,-162.629551191578,33610.958960989,-2426.87552741312,33598.1424047247,-2475.20497894655,33626.3388285063,-2368.88018557301,25.5326583295616,-162.630192584754,6710,6650,6770,6270,6220,6330
90,102,105,138,147,,,,,,,29-Aug-2023 01:25:36,29-Aug-2023 01:39:33,29-Aug-2023 01:37:46,33634.3988265861,-270.8489569134,33588.2592240343,-444.834982433735,33683.1017403908,-87.1970410863796,25.5521211902505,-162.629959338617,33619.2328515024,-484.0858983653,33565.403315192,-687.06959480569,33678.1890103186,-261.770421311538,25.5501962599449,-162.630110252669,8360,8180,8550,8150,7940,8380
89,97,103,111,127,133,148,,,,,29-Aug-2023 01:26:20,29-Aug-2023 01:39:47,29-Aug-2023 01:35:10,32229.751786705,-2329.57834499562,32211.8086079349,-2397.23957714242,32247.6949654752,-2261.91711284883,25.5335366496773,-162.643936743675,32290.8977945028,-2294.06544972658,32267.827993227,-2381.05846248675,32313.9675957787,-2207.07243696641,25.5338572313171,-162.643328290096,6010,5940,6080,6060,5970,6150
118,125,126,129,132,142,151,158,166,,,29-Aug-2023 01:32:27,29-Aug-2023 01:41:42,29-Aug-2023 01:37:58,32489.2946964466,-5564.17839415207,32481.604762688,-5593.17606507213,32496.9846302052,-5535.18072323201,25.504337301672,-162.641354076089,32498.3732320484,-5607.96857788457,32490.6832982898,-5636.96624880462,32508.62647706,-5569.30501665783,25.5039419993797,-162.641263737118,2950,2920,2980,2910,2880,2950
128,145,151,170,174,176,179,186,,,,29-Aug-2023 01:36:25,29-Aug-2023 01:46:53,29-Aug-2023 01:39:14,33082.4924559793,-5980.13081701486,33077.3658334735,-5999.46259762823,33087.619078485,-5960.79903640149,25.5005824202757,-162.63545126554,32991.1740678517,-6090.4075234845,32986.047445346,-6109.73930409787,32996.3006903575,-6071.07574287113,25.4995869315352,-162.636359959372,2700,2680,2720,2570,2550,2590
137,152,165,189,,,,,,,,29-Aug-2023 01:37:41,29-Aug-2023 01:48:14,29-Aug-2023 01:41:19,34741.2298475206,-4133.62323081255,34713.0334237389,-4239.94802418609,34766.8629600494,-4036.9643277457,25.5172511944007,-162.618945450379,34512.2395762802,-4372.92106966039,34489.1697750043,-4459.91408242055,34537.8726888089,-4276.26216659353,25.5150910074325,-162.621224093828,4910,4800,5010,4620,4530,4720
149,172,194,217,,,,,,,,29-Aug-2023 01:39:21,29-Aug-2023 01:55:03,29-Aug-2023 01:44:48,35081.352394965,-4606.61017853939,35055.7192824362,-4703.26908160624,35109.5488187466,-4500.28538516585,25.5129814515334,-162.615560948451,34921.198065281,-4781.39745119813,34898.1282640051,-4868.39046395829,34949.3944890626,-4675.07265782459,25.511403613679,-162.617154617091,4540,4440,4650,4330,4240,4440
150,173,178,202,224,230,,,,,,29-Aug-2023 01:39:31,29-Aug-2023 01:58:19,29-Aug-2023 01:48:50,36443.9203905822,-3798.89212295333,36428.5405230649,-3856.88746479345,36461.8635693523,-3731.23089080654,25.5202728755848,-162.602002264843,36525.572888403,-3686.05210523081,36492.2498421156,-3811.70867921772,36561.4592459433,-3550.72964093722,25.5212915038221,-162.601189754651,5670,5610,5740,5800,5670,5940
134,169,184,190,204,203,206,212,222,,,29-Aug-2023 01:39:32,27-Apr-4047 03:42:17,29-Aug-2023 01:50:16,36869.0599942386,-4263.38788978313,36861.37006048,-4292.38556070319,36879.3132392502,-4224.72432855639,25.5160797842175,-162.597771772571,36876.7499279973,-4234.39021886307,36851.1168154685,-4331.04912192993,36904.9463517789,-4128.06542548954,25.5163415516916,-162.597695251341,5330,5300,5370,5360,5260,5470
164,168,171,182,192,211,,,,,,29-Aug-2023 01:41:22,29-Aug-2023 01:54:00,29-Aug-2023 01:51:09,37660.3253221894,-3035.17814353336,37637.2555209135,-3122.17115629353,37683.3951234653,-2948.18513077319,25.5271670664964,-162.589898025157,37639.2314774616,-3153.73213846646,37613.5983649328,-3250.39104153331,37669.9912124961,-3037.74145478623,25.5260968571034,-162.590107926437,6720,6630,6810,6600,6500,6720
180,188,195,198,,,,,,,,29-Aug-2023 01:45:10,29-Aug-2023 01:50:42,14-Jul-1916 00:00:00,38192.3770739243,-3486.64346166519,38102.6611800736,-3824.94962239917,38294.9095240394,-3100.00784939778,25.5230916034605,-162.584603668187,38099.2966216823,-3720.60078557369,37922.4281452338,-4387.54721673497,38388.9507932574,-2628.35518091825,25.5209796263333,-162.58552989602,6420,6070,6820,6170,5480,7300
183,193,205,207,213,220,226,235,,,,29-Aug-2023 01:46:02,27-Apr-4047 03:43:06,29-Aug-2023 01:54:06,37904.9127513308,-4765.69164810534,37886.9695725606,-4833.35288025214,37920.292618848,-4707.69630626523,25.5115453929417,-162.587464177029,37893.270904476,-4731.56735467953,37875.3277257059,-4799.22858682633,37911.2140832462,-4663.90612253274,25.5118534394093,-162.587580023077,5110,5040,5170,5140,5070,5210
175,181,196,208,216,225,229,231,232,,,29-Aug-2023 01:44:08,29-Aug-2023 01:59:34,29-Aug-2023 01:52:32,37228.1408600252,-4937.96993210713,37215.3243037608,-4986.29938364055,37240.9574162895,-4889.6404805737,25.5099902042037,-162.594198619624,37255.1625743972,-4914.09888369283,37242.3460181328,-4962.42833522625,37270.5424419144,-4856.10354185271,25.5102056926843,-162.593929731116,4770,4720,4820,4800,4750,4860
200,214,221,234,236,,,,,,,29-Aug-2023 01:50:49,29-Aug-2023 02:00:32,29-Aug-2023 01:54:28,37892.4187326918,-5983.16604188053,37869.3489314159,-6070.1590546407,37915.4885339677,-5896.17302912036,25.5005550207253,-162.587588502894,37815.8928573767,-6076.67427898968,37792.8230561008,-6163.66729174985,37841.5259699055,-5980.01537592283,25.4997109041374,-162.588349998933,3930,3840,4020,3820,3730,3920
197,210,215,227,228,,,,,,,29-Aug-2023 01:49:41,29-Aug-2023 01:57:44,29-Aug-2023 01:53:35,37144.675373444,-6540.10398160167,37126.7321946739,-6607.76521374846,37165.181863467,-6462.77685914819,25.495527436334,-162.595029170561,37197.3302003448,-6419.57403012052,37174.2603990689,-6506.56704288068,37217.8366903678,-6342.24690766703,25.4966154830615,-162.594505211286,3200,3130,3280,3330,3240,3410
