TrackID_1,TrackID_2,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
2,3,15-Nov-2023 21:34:44,15-Nov-2023 21:45:29,15-Nov-2023 21:45:24,-929.176691771207,10553.7338591658,-667.233747964872,10163.4956060561,-1218.98590619524,10985.4868200531,19.6020268411952,-156.19527831205,-1096.26043621781,10766.7667729179,-594.667565099297,10019.5020329207,-1402.78941301246,11223.4285584717,19.6039513878262,-156.196870028291,9280,8810,9800,9550,8650,10100
4,5,15-Nov-2023 21:45:41,15-Nov-2023 21:47:08,14-Jul-1916 00:00:00,4224.48564807079,4257.49176670346,4263.49842693556,4199.37117581479,4174.32636095894,4332.21824070318,19.5451463747278,-156.146182165253,4179.89961508248,4323.91529914766,4257.92517281202,4207.67411737031,4113.02056560001,4423.55059781395,19.5457464471923,-156.146606912215,1180,1110,1270,1260,1120,1380
