TrackID_1,TrackID_2,TrackID_3,TrackID_4,TrackID_5,TrackID_6,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
86,96,,,,,01-Nov-2017 03:31:30,03-Sep-4035 07:05:52,14-Jul-1916 00:00:00,5821.84885894832,1123.50945072591,5800.51151307452,964.938590631565,5847.18695717346,1311.81234708795,26.5514570727832,-175.635603601883,5843.57939051333,1060.0446258392,5819.57487640531,881.652408233052,5871.5846569727,1268.16887971303,26.5508842429073,-175.635385547167,1890,1730,2080,1830,1650,2040
1,,,,,,01-Nov-2017 03:17:21,01-Nov-2017 03:23:00,01-Nov-2017 03:21:00,3066.46938336269,1867.60886983699,3062.46863101135,1837.8768335693,3070.47013571403,1897.34090610469,26.5581732715383,-175.663252418816,3074.47088806536,1927.07294237238,3070.47013571403,1897.34090610469,3078.4716404167,1956.80497864007,26.5587099908525,-175.663172127829,2260,2230,2290,2320,2290,2350
2,8,16,17,20,,01-Nov-2017 03:12:58,01-Nov-2017 03:18:22,01-Nov-2017 03:15:53,1611.53715750049,1478.15769427365,1602.2020686807,1408.78294298237,1620.87224632028,1547.53244556492,26.5546581075248,-175.677851915952,1615.53790985183,1507.88973054134,1600.86848456359,1398.87226422647,1628.87375102296,1606.9965181003,26.554926467182,-175.677811770458,1680,1610,1750,1710,1600,1810
4,25,31,,,,01-Nov-2017 03:16:09,01-Nov-2017 03:20:01,01-Nov-2017 03:17:33,1990.08050147921,841.993457044445,1987.41333324498,822.172099532651,1992.74766971343,861.814814556239,26.5489161255418,-175.674053428044,1997.32401200088,820.838515415539,1993.32325964954,791.106479147848,2001.32476435222,850.570551683229,26.5487251822499,-175.673980743139,1100,1080,1120,1080,1050,1110
7,27,32,42,,,01-Nov-2017 03:16:17,01-Nov-2017 03:21:57,01-Nov-2017 03:19:54,2437.12709376253,2214.63665333686,2427.79200494274,2145.26190204559,2446.46218258232,2284.01140462814,26.5613055244438,-175.669567545247,2486.49808329712,2056.64138317862,2478.49657859444,1997.17731064324,2495.83317211691,2126.0161344699,26.5598794681811,-175.669072132741,2520,2450,2590,2370,2310,2440
34,,,,,,01-Nov-2017 03:20:03,01-Nov-2017 03:20:39,01-Nov-2017 03:20:19,2639.1184987491,-708.409612515176,2636.45133051487,-728.230970026969,2735.13655518121,5.15925790939609,26.534922276201,-175.66754066531,2640.45208286621,-698.498933759279,2637.78491463198,-718.320291271072,2733.8029710641,-4.75142084650072,26.5350117294201,-175.667527283478,-350,-370,370,-340,-360,360
30,38,46,49,53,,01-Nov-2017 03:19:31,01-Nov-2017 03:22:50,01-Nov-2017 03:22:50,3744.15713246728,2704.71060482119,3713.48469777369,2476.76499343556,3780.16390362932,2972.29893123041,26.5657289038718,-175.656452170546,3773.49598304376,2922.74553745092,3726.82053894481,2575.87178099453,3818.83784302559,3259.70861515141,26.5676968746906,-175.656157770259,3180,2950,3450,3400,3050,3740
41,50,59,62,64,73,01-Nov-2017 03:20:31,01-Nov-2017 03:27:28,01-Nov-2017 03:23:48,3956.91448303139,1586.34827096828,3950.24656244583,1536.79487718879,3963.58240361696,1635.90166474776,26.5556346294759,-175.654317259878,3986.64651929908,1582.34751861694,3978.64501459641,1522.88344608156,3994.64802400176,1641.81159115232,26.5555985189142,-175.654018914174,2100,2050,2150,2100,2040,2160
60,68,,,,,01-Nov-2017 03:23:37,01-Nov-2017 03:26:24,01-Nov-2017 03:23:45,4078.08823344375,2336.89268818221,4044.74863051593,2089.12571928479,4118.09575695713,2634.21305085911,26.5624090004148,-175.653101343569,4084.75615402932,2386.44608196169,4042.08146228171,2069.30436177299,4132.76518224537,2743.23051717398,26.56285626651,-175.653034434412,2860,2610,3160,2910,2590,3270
52,61,,,,,01-Nov-2017 03:22:23,01-Nov-2017 03:25:25,01-Nov-2017 03:24:11,3840.71026059769,572.791869632574,3838.04309236346,552.97051212078,3843.37742883192,592.613227144368,26.5464863274264,-175.655483309528,3847.95377111936,551.636928003668,3845.28660288514,531.815570491874,3850.62093935359,571.458285515461,26.5462953841345,-175.655410624622,1080,1060,1100,1060,1040,1080
