TrackID_1,TrackID_2,TrackID_3,TrackID_4,TrackID_5,TrackID_6,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
2,8,17,24,28,35,20-Aug-2017 18:52:37,20-Aug-2017 18:58:41,20-Aug-2017 18:54:10,-5966.24290150621,2644.06497514642,-5849.31341910278,2367.79066192699,-6102.66063097689,2966.38500723575,29.0691336114386,-129.326345202121,-5983.24734410709,2658.58561328093,-5842.93196522297,2327.05643741762,-6143.05097005845,3036.16050801415,29.069264625867,-129.326519788537,4760,4460,5110,4780,4420,5190
1,6,14,26,33,41,20-Aug-2017 18:50:53,20-Aug-2017 19:00:01,20-Aug-2017 18:52:55,-5464.97488182609,2280.70513635577,-5406.51014062437,2142.56797974605,-5527.33727244126,2428.05143673946,29.0658551479764,-129.321198630188,-5446.55659427813,2288.50043518266,-5345.21770952848,2049.06269705916,-5563.48607668156,2564.77474840209,29.0659254821181,-129.321009527676,4230,4080,4390,4230,3970,4530
27,,,,,,20-Aug-2017 18:57:29,20-Aug-2017 19:01:29,20-Aug-2017 18:58:41,-6155.96540337172,-987.051295683517,-6148.17010454482,-1005.46958323148,-6163.76070219861,-968.633008135555,29.0363713720542,-129.328293103173,-6107.77976546326,-1075.24508400988,-6099.98446663636,-1093.66337155784,-6115.57506429015,-1056.82679646191,29.035575631629,-129.327798376117,1490,1470,1510,1390,1370,1410
12,18,32,42,,,20-Aug-2017 18:54:20,20-Aug-2017 19:00:00,20-Aug-2017 18:55:42,-6105.60238688373,1151.72488862615,-6019.85409978788,949.123725598575,-6203.04362221993,1381.95348297567,29.0556687704611,-129.32777602074,-6101.70473747029,1142.51574485217,-5961.38935858616,810.986568988863,-6280.99661048889,1566.13635845529,29.0555856797115,-129.32773600316,3440,3220,3690,3430,3070,3890
11,21,38,,,,20-Aug-2017 18:54:19,20-Aug-2017 18:59:25,20-Aug-2017 18:57:51,-6966.44750564863,1851.54320897699,-6872.90391972588,1630.52375840145,-7071.68403981172,2100.19009087447,29.0619829762389,-129.336614408893,-6922.15951715361,1772.55856442461,-6805.23003475018,1496.28425120518,-7054.67959721084,2085.66945273995,29.0612703265633,-129.336159699417,4420,4180,4690,4330,4030,4670
5,10,31,34,,,20-Aug-2017 18:53:22,20-Aug-2017 18:59:20,20-Aug-2017 18:57:11,-6404.15433382871,753.897369498375,-6372.97313852113,680.224219306529,-6439.23317854974,836.779663464203,29.0520793176749,-129.33084128525,-6441.71698301611,868.304744199594,-6371.55929357405,702.540156267938,-6492.38642539093,988.023613261344,29.053111573741,-129.331226944954,3190,3110,3280,3310,3130,3440
16,29,39,44,,,20-Aug-2017 18:54:33,20-Aug-2017 19:00:59,20-Aug-2017 18:59:39,-6729.95152343197,138.221975117036,-6687.07737988405,36.9213936032469,-6780.62096580679,257.940844178786,29.046524302867,-129.334186279556,-6670.41682271098,-53.7561991894764,-6627.54267916305,-155.056780703265,-6728.8815639127,84.3809574202359,29.0447921537332,-129.333575030468,2750,2640,2880,2550,2440,2700
9,20,36,45,,,20-Aug-2017 18:53:59,20-Aug-2017 19:02:47,20-Aug-2017 19:00:10,-6626.09053098011,-415.052725413283,-6618.29523215321,-433.471012961245,-6633.88582980701,-396.634437865322,29.0415323067886,-129.333119927729,-6623.95061194156,-522.734760806883,-6616.15531311466,-541.153048354845,-6631.74591076845,-504.316473258921,29.0405607310092,-129.333097956953,2200,2180,2220,2100,2080,2120
37,53,59,63,67,,20-Aug-2017 18:59:06,20-Aug-2017 19:12:08,20-Aug-2017 19:05:10,-9000.17782827959,447.854862223566,-8984.5872306258,411.018287127642,-9019.66607534683,493.90058109347,29.0493180076156,-129.357494933852,-9009.04308662576,520.114167468327,-8981.75954073163,455.650161050461,-9032.42898310645,575.369030112212,29.0499699770045,-129.3575859544,3920,3880,3970,3990,3920,4050
49,50,52,57,,,20-Aug-2017 19:02:58,20-Aug-2017 19:07:18,14-Jul-1916 00:00:00,-7913.76614190595,266.996775009347,-7789.04136067562,-27.6958257580387,-8061.87681961697,616.944238420618,29.0476861909769,-129.346340629822,-8011.20737724215,497.225369358868,-7828.0178548101,64.3956119817694,-8182.70395143385,902.427695414024,29.049763459717,-129.347341069322,3330,3010,3710,3580,3110,4020
40,48,54,,,,20-Aug-2017 18:59:34,20-Aug-2017 19:05:18,20-Aug-2017 19:03:03,-8983.02101643018,1921.0505871044,-8850.50093637296,1607.93969878905,-9131.1316941412,2270.99805051567,29.0626101159919,-129.357318783045,-8960.70507946877,1919.63674215731,-8812.59440175775,1569.68927874604,-9128.30400424703,2315.62992443849,29.0625973593839,-129.357089662953,5270,4930,5650,5260,4880,5690
25,46,51,56,,,20-Aug-2017 18:56:44,20-Aug-2017 19:06:55,20-Aug-2017 19:06:55,-11446.3346020343,5124.26556255922,-11118.9320513047,4350.69748554483,-11804.9183480715,5971.50678976545,29.0915115578622,-129.382609884935,-11708.8909576824,5718.96225845452,-11280.1495222032,4705.95644331663,-11814.1274918455,5967.60914035201,29.0968772895157,-129.38530557889,9180,8340,10100,9830,8730,10100
47,,,,,,20-Aug-2017 19:08:37,20-Aug-2017 19:12:07,20-Aug-2017 19:11:27,-9856.93293775687,-2890.05925925778,-9849.13763892998,-2908.47754680574,-9864.72823658377,-2871.64097170982,29.0192012244184,-129.366291329445,-9807.33345490133,-2955.93711062273,-9799.53815607443,-2974.35539817069,-9815.12875372822,-2937.51882307477,29.0186068325632,-129.365782086293,1180,1160,1200,1100,1080,1120
61,68,75,,,,20-Aug-2017 19:09:49,11-Apr-4035 14:32:08,20-Aug-2017 19:15:28,-10969.8637926973,-3057.04701965213,-10962.0684938704,-3075.46530720009,-10977.6590915242,-3038.62873210417,29.0176945546859,-129.377717908592,-10943.9940917503,-3143.82696303141,-10936.1987929234,-3162.24525057937,-10951.7893905772,-3125.40867548344,29.0169115708686,-129.377452301628,1460,1440,1480,1370,1350,1390
62,,,,,,20-Aug-2017 19:09:54,20-Aug-2017 19:14:04,20-Aug-2017 19:12:00,-10086.1681790588,-2476.71774894792,-10078.3728802319,-2495.13603649588,-10093.9634778857,-2458.29946139996,29.0229306542956,-129.368644911985,-10092.8935183664,-2512.14047909676,-10081.2005701261,-2539.7679104187,-10104.5864666068,-2484.51304777481,29.0226110479051,-129.368713961757,1650,1630,1670,1620,1590,1650
66,,,,,,20-Aug-2017 19:11:06,20-Aug-2017 19:12:14,20-Aug-2017 19:12:06,-10161.9429450534,-2682.52879053333,-10111.2735026785,-2802.24765959508,-10224.3053356685,-2535.18249014964,29.0210736962394,-129.369422899545,-10113.7573071449,-2770.72257885969,-10063.0878647701,-2890.44144792144,-10176.1196977601,-2623.376278476,29.0202779558141,-129.368928172489,1490,1360,1650,1390,1260,1550
68,,,,,,20-Aug-2017 19:12:19,20-Aug-2017 19:16:04,20-Aug-2017 19:15:28,-11095.2763447833,-2914.66832820116,-11083.5833965429,-2942.29575952311,-11106.9692930236,-2887.04089687922,29.0189791857538,-129.379005532568,-11049.918396769,-3047.49399045034,-11038.2254485286,-3075.12142177228,-11065.5089944228,-3010.65741535442,29.0177807481884,-129.378539837704,1640,1610,1670,1500,1470,1540
60,,,,,,20-Aug-2017 19:14:04,20-Aug-2017 19:17:07,20-Aug-2017 19:15:48,-10996.3446580283,-3687.20474893213,-10992.4470086148,-3696.41389270611,-11000.2423074417,-3677.99560515815,29.0120088710457,-129.377989790445,-10988.5493592014,-3705.62303648009,-10980.7540603745,-3724.04132402805,-11000.2423074417,-3677.99560515815,29.0118426895465,-129.377909755285,890,880,900,870,850,900
69,,,,,,20-Aug-2017 19:15:34,20-Aug-2017 19:18:06,20-Aug-2017 19:17:10,-11343.0822428817,-3996.83847973355,-11339.1845934683,-4006.04762350753,-11346.9798922952,-3987.62933595957,29.0092151586847,-129.381549782011,-11344.4960878288,-4019.15441669496,-11340.5984384154,-4028.36356046894,-11348.3937372422,-4009.94527292098,29.0090138101147,-129.381564298107,740,730,750,720,710,730
43,58,65,,,,20-Aug-2017 19:00:24,20-Aug-2017 19:10:28,20-Aug-2017 19:10:28,-12012.6769488213,2126.4402930954,-11884.0545181776,1822.53854855404,-12156.8899771189,2467.1786127327,29.0644632724906,-129.388424581887,-11888.6782416825,1961.74566468303,-11654.8192768756,1409.19703824418,-12196.5925453449,2689.26802282751,29.0629772928526,-129.387151474007,6640,6310,7010,6440,5840,7230
55,64,70,71,77,,20-Aug-2017 19:06:42,20-Aug-2017 19:17:39,20-Aug-2017 19:12:17,-11151.7169203489,579.68632773029,-11077.6615814934,404.712596024655,-11225.7722592044,754.660059435926,29.0505074749059,-129.379585013944,-11158.4422596565,544.263597581452,-11088.2845702144,378.499009649797,-11232.497598512,719.237329287087,29.0501878685154,-129.379654063717,4880,4690,5070,4850,4670,5040
72,81,,,,,20-Aug-2017 19:15:43,20-Aug-2017 19:17:58,14-Jul-1916 00:00:00,-13465.6192056127,-931.722357652584,-13270.7367349403,-1392.17954635163,-13633.218130391,-535.729175371409,29.0368705849071,-129.403342094165,-13350.48575682,-1024.1576808202,-13151.7056367342,-1493.82401329322,-13537.5729286655,-582.11877966912,29.0360365746581,-129.402160006833,4390,3890,4820,4260,3750,4740
