TrackID_1,TrackID_2,TrackID_3,TrackID_4,TrackID_5,TrackID_6,TrackID_7,TrackID_8,TrackID_9,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
1,3,14,21,,,,,,20-Sep-2017 20:16:51,20-Sep-2017 20:34:42,20-Sep-2017 20:22:55,-8481.62050272666,9185.83454691677,-8520.96192880667,9041.08561878951,-8439.65631490799,9340.23340358585,26.6543216065566,-178.666262648985,-8446.68348171114,9352.50609386634,-8567.33052168982,8908.60938094273,-8352.26405911913,9699.90352137177,26.655825967972,-178.665911982387,6640,6490,6800,6810,6350,7170
4,5,7,13,15,,,,,20-Sep-2017 20:24:19,12-Jun-4035 16:49:04,20-Sep-2017 20:26:38,-9872.83890948589,8413.68731698306,-9920.0486207819,8239.98860323034,-9823.00643645122,8597.03595927759,26.6473522796323,-178.680226456178,-9954.14452338457,8114.53953218671,-10014.4680433739,7892.59117572491,-9872.83890948589,8413.68731698306,26.6446522003856,-178.681042529276,5530,5350,5720,5220,4990,5530
8,9,18,19,22,,,,,20-Sep-2017 20:26:52,12-Jun-4035 17:08:15,20-Sep-2017 20:26:57,-10148.3818386342,8581.84228775809,-10198.2143116689,8398.49364546356,-10098.5493655996,8765.19093005262,26.648870030289,-178.682992109879,-10384.6292081145,7941.3837173465,-10426.5933959332,7786.98486067742,-10340.0422585572,8105.4325025574,26.6430893125895,-178.685363349866,5620,5430,5810,4940,4780,5110
2,6,11,20,23,24,25,27,28,20-Sep-2017 20:21:49,20-Sep-2017 20:39:30,20-Sep-2017 20:29:58,-10724.112483992,9018.11539487785,-10747.71733964,8931.26603800149,-10697.8848666053,9114.61468029602,26.6528077895581,-178.688770779632,-10746.1345093144,9127.72848898936,-10785.4759353944,8982.97956086209,-10709.4158449731,9262.8274885748,26.6537971468444,-178.688991817043,5890,5800,5990,5990,5840,6130
16,17,32,40,42,47,50,53,59,20-Sep-2017 20:32:48,12-Jun-4035 17:05:54,20-Sep-2017 20:41:03,-14215.0620738916,10319.2575703451,-14233.4214060623,10251.7080705524,-14196.702741721,10386.8070701378,26.6645517741822,-178.723809812149,-14360.3539009314,9975.32402299116,-14389.2042800567,9869.17480903117,-14331.5035218061,10081.4732369512,26.6614474629332,-178.725268121678,6230,6160,6300,5860,5750,5970
29,46,81,94,,,,,,20-Sep-2017 20:41:54,20-Sep-2017 20:57:13,20-Sep-2017 20:41:57,-13853.373307044,12946.3626759578,-13966.1520618067,12531.4157486596,-13727.480743588,13409.559245965,26.6882637731841,-178.720179503507,-13831.649501222,13178.8020793742,-14057.2070107473,12348.9082247779,-13624.4513238673,13941.1464341778,26.6903617489712,-178.719961459357,8860,8430,9340,9090,8230,9880
26,30,37,,,,,,,20-Sep-2017 20:37:01,20-Sep-2017 20:44:47,20-Sep-2017 20:44:47,-15190.110156292,13060.9689404582,-15389.4400484306,12327.57437128,-14946.1933145959,13958.4122948472,26.689298198348,-178.73359647351,-15330.5005457666,12125.025278402,-15537.6987231213,11362.6809235984,-15034.1284692973,13215.4672036274,26.6808504605193,-178.735005586788,8620,7860,9550,7680,6890,8810
34,49,56,63,80,,,,,20-Sep-2017 20:44:02,20-Sep-2017 20:55:43,20-Sep-2017 20:47:55,-16327.2570866365,10592.8123694911,-16382.3350831485,10390.1638701129,-16269.5563283858,10805.1107974111,26.6670208535922,-178.745010138257,-16257.0848251051,10584.1029658622,-16314.7855833558,10371.8045379423,-16196.7613051157,10806.051322324,26.6669422433494,-178.744305811801,5940,5730,6160,5950,5730,6180
31,33,35,39,41,54,55,,,20-Sep-2017 20:43:11,12-Jun-4035 17:43:24,20-Sep-2017 20:50:49,-17625.2412751288,9515.53011937096,-17627.8640368675,9505.88019082914,-17619.9957516515,9534.82997645459,26.6572974072082,-178.75803814368,-17628.6057487802,9350.64021574721,-17636.4740339962,9321.69043012176,-17620.7374635642,9379.59000137266,26.6558091267348,-178.75807191326,4560,4550,4580,4400,4370,4430
44,60,61,69,71,95,103,,,20-Sep-2017 20:48:23,20-Sep-2017 20:58:33,20-Sep-2017 20:52:57,-17943.0466115962,9871.33873100489,-17956.1604202895,9823.0890882958,-17929.9328029028,9919.58837371398,26.6605089016497,-178.76122798966,-17977.241920699,9859.90715913726,-18011.3378233016,9734.45808809363,-17943.1460180963,9985.35623018089,26.6604057213772,-178.761571211617,4820,4770,4870,4800,4670,4930
