TrackID_1,TrackID_2,TrackID_3,TrackID_4,TrackID_5,TrackID_6,TrackID_7,TrackID_8,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
61,66,75,85,,,,,25-Nov-2017 16:34:51,25-Nov-2017 16:41:30,25-Nov-2017 16:40:42,-8309.95301416056,-1743.40214340114,-8231.43435618498,-1820.43992860888,-8395.60973195211,-1659.36092317452,20.4555503685955,-155.833814509208,-7989.27882163058,-2001.99073991159,-7925.03628328693,-2065.02165508156,-8060.6594197902,-1931.95638972274,20.4532145270871,-155.830740966807,4710,4600,4830,4300,4210,4400
34,63,68,80,82,94,,,25-Nov-2017 16:29:52,25-Nov-2017 16:43:07,25-Nov-2017 16:39:52,-8720.99284680887,-163.324216216391,-8635.33612901732,-247.365436443015,-8806.64956460041,-79.2829959897664,20.4698232779919,-155.837754172529,-8313.85418770488,-590.80300196255,-8242.47358954526,-660.837352151403,-8392.37284568046,-513.765216754811,20.4659618444051,-155.8338519005,6110,5990,6230,5520,5420,5630
64,77,84,105,,,,,25-Nov-2017 16:35:47,25-Nov-2017 16:45:34,25-Nov-2017 16:42:08,-8630.36090266729,-2255.5923277884,-8558.98030450767,-2325.62667797726,-8694.60344101095,-2192.56141261844,20.4509237334342,-155.836885499185,-8744.56985972268,-2143.53736748624,-8666.0512017471,-2220.57515269398,-8815.9504578823,-2073.50301729739,20.4519359305343,-155.837980149395,4580,4480,4670,4740,4630,4840
81,89,108,,,,,,25-Nov-2017 16:39:18,25-Nov-2017 16:46:11,25-Nov-2017 16:41:37,-8948.20502888776,-1551.47933158173,-8776.89159330468,-1719.56177203497,-9126.65652428681,-1376.39345610959,20.4572840153082,-155.839931916457,-8913.05322899626,-1529.93052733676,-8684.63531488548,-1754.04044794109,-9162.88532255493,-1284.81030167578,20.4574786665499,-155.83959499958,5300,5060,5550,5290,4970,5640
47,71,91,95,100,,,,25-Nov-2017 16:33:22,25-Nov-2017 16:49:12,25-Nov-2017 16:47:40,-10667.9507276299,-2890.20063628183,-10596.5701294703,-2960.23498647068,-10739.3313257895,-2820.16628609298,20.4451912902848,-155.856415036857,-10447.2093725234,-3050.74114252788,-10382.9668341797,-3113.77205769785,-10511.451910867,-2987.71022735792,20.4437411212389,-155.854299313389,5590,5490,5690,5320,5230,5410
76,90,97,,,,,,25-Nov-2017 16:38:10,25-Nov-2017 16:43:39,14-Jul-1916 00:00:00,-14547.5638595019,-1675.49822539829,-14083.5899714644,-2130.72150162584,-15097.194465331,-1136.23372894412,20.4561637475008,-155.893599680146,-13887.2245413414,-1959.1388164486,-13294.7655766166,-2540.42392301608,-14665.2730612813,-1195.7643993901,20.4536016102875,-155.887270574341,9210,8560,9980,8540,7710,9630
83,87,93,111,,,,,25-Nov-2017 16:40:00,25-Nov-2017 16:47:28,25-Nov-2017 16:46:08,-9604.78074387189,-3148.79217836318,-9462.01954755265,-3288.86087874089,-9768.95611963902,-2987.71317292882,20.4428554221688,-155.846224949532,-9661.34672321128,-3149.33067755149,-9504.30940726012,-3303.40624796697,-9825.5220989784,-2988.25167211713,20.4428505578834,-155.846767113323,4650,4450,4880,4690,4470,4920
98,109,120,,,,,,25-Nov-2017 16:43:33,25-Nov-2017 16:49:27,25-Nov-2017 16:45:11,-8122.35292370211,-4365.10125009893,-8072.38650499038,-4414.12529523113,-8172.31934241384,-4316.07720496673,20.4318684519187,-155.832016432388,-7965.45023254802,-4505.03532567956,-7922.62187365225,-4547.05593579287,-8015.41665125976,-4456.01128054736,20.430604421615,-155.830512578678,2740,2670,2810,2530,2470,2600
103,124,,,,,,,25-Nov-2017 16:45:39,25-Nov-2017 16:50:45,14-Jul-1916 00:00:00,-11265.2650217622,-4027.3090893439,-11151.0560647068,-4139.36404964607,-11386.6120386335,-3908.25069402285,20.4349197425053,-155.862140071339,-11493.2790614817,-3845.62365324411,-11364.7939847944,-3971.68548358405,-11621.7641381691,-3719.56182290418,20.4365609145788,-155.864325500774,5220,5060,5390,5510,5330,5690
99,,,,,,,,25-Nov-2017 16:47:33,25-Nov-2017 16:50:34,25-Nov-2017 16:49:09,-7997.51155324857,-6336.83009358205,-7990.37349343261,-6343.83352860093,-8011.78767288049,-6322.82322354428,20.414057743565,-155.830819874466,-7975.96274900361,-6371.98189347355,-7961.68662937168,-6385.98876351132,-7990.23886863553,-6357.97502343578,20.4137402158998,-155.830613337223,1270,1260,1290,1230,1210,1250
114,123,133,139,,,,,25-Nov-2017 16:48:25,25-Nov-2017 16:52:38,14-Jul-1916 00:00:00,-11679.9515062152,-5035.39396653036,-11487.2238911842,-5224.48671204026,-11886.9552408781,-4832.29435098268,20.4258136700335,-155.866114686456,-11630.2543370976,-5056.13502199286,-11366.146123907,-5315.26211769162,-11915.7767297361,-4775.99762123745,20.42562631522,-155.865638357646,4810,4540,5100,4760,4390,5160
119,127,131,168,178,186,207,214,25-Nov-2017 16:48:55,25-Nov-2017 17:07:30,25-Nov-2017 17:01:21,-15360.6472279616,-5402.78885478772,-15274.99051017,-5486.83007501435,-15446.3039457531,-5318.7476345611,20.4224949767827,-155.901392780642,-14961.1851278619,-5766.69822617561,-14882.6664698863,-5843.73601138334,-15046.8418456534,-5682.65700594898,20.4192077683501,-155.897564085564,7180,7060,7300,6640,6530,6760
116,122,,,,,,,25-Nov-2017 16:48:31,25-Nov-2017 16:50:12,25-Nov-2017 16:48:31,-8745.52401558583,-5014.53006855439,-8588.48669963467,-5168.60563896987,-8938.2516306168,-4825.43732304448,20.4260021344886,-155.837989294622,-8766.80357023664,-5007.66125833258,-8574.07595520567,-5196.75400384248,-8995.22148434742,-4783.55133772825,20.426064180736,-155.838193251208,2730,2510,3000,2750,2480,3070
117,125,130,,,,,,25-Nov-2017 16:48:37,25-Nov-2017 16:52:45,25-Nov-2017 16:49:29,-8512.39423357736,-5733.59230837837,-8490.98005412948,-5754.60261343503,-8533.80841302525,-5712.58200332172,20.4195068154775,-155.835754832708,-8455.02050545552,-5817.90277819915,-8433.60632600763,-5838.91308325581,-8483.57274471937,-5789.88903812361,20.4187452355097,-155.835204926947,2060,2030,2090,1960,1930,2000
121,136,147,158,163,167,,,25-Nov-2017 16:49:20,25-Nov-2017 16:57:38,25-Nov-2017 16:51:11,-9894.62291230043,-5386.11010780474,-9851.79455340466,-5428.13071791805,-9944.58933101216,-5337.08606267254,20.4226456365954,-155.849002978494,-9859.20186281477,-5392.84429322947,-9809.23544410304,-5441.86833836167,-9909.1682815265,-5343.82024809727,20.4225848064193,-155.84866348096,3290,3230,3360,3260,3190,3330
126,132,,,,,,,25-Nov-2017 16:50:11,22-Oct-4035 09:41:49,25-Nov-2017 16:51:05,-8426.3365869655,-6602.55380433756,-8404.92240751761,-6623.56410939422,-8447.75076641338,-6581.5434992809,20.4116574502739,-155.834930002298,-8419.19852714953,-6609.55723935645,-8397.78434770165,-6630.5675444131,-8440.61270659742,-6588.54693429979,20.4115941879551,-155.83486158666,1390,1360,1420,1380,1350,1410
146,155,170,193,,,,,25-Nov-2017 16:53:27,25-Nov-2017 17:02:03,25-Nov-2017 16:54:58,-13960.7650273961,-3147.83213135823,-13818.0038310768,-3287.90083173594,-14117.8023433472,-2993.75656094275,20.4428640943132,-155.887975432441,-13760.8993525491,-3343.92831188702,-13496.7911393586,-3603.05540758578,-14203.4590611388,-2909.71534071613,20.4410927493881,-155.886059794574,7760,7560,7980,7480,7110,8100
115,151,,,,,,,25-Nov-2017 16:48:35,25-Nov-2017 16:54:34,25-Nov-2017 16:53:40,-9829.17169635398,-6318.91026771635,-9793.48139727417,-6353.92744281078,-9857.72393561783,-6290.89652764081,20.4142196140946,-155.848375653027,-9678.86856582755,-6508.40688761748,-9643.17826674774,-6543.42406271191,-9707.4208050914,-6480.39314754194,20.4125078832741,-155.846935053642,2590,2540,2630,2350,2300,2390
142,156,160,173,,,,,25-Nov-2017 16:53:05,25-Nov-2017 16:57:44,25-Nov-2017 16:54:58,-9871.1952520382,-7104.23441784014,-9842.64301277435,-7132.24815791568,-9906.88555111801,-7069.21724274572,20.4071257485019,-155.848778433118,-9849.78107259031,-7125.2447228968,-9814.0907735105,-7160.26189799122,-9885.47137167012,-7090.22754780237,20.4069359615456,-155.848573186204,2070,2030,2120,2040,1990,2090
137,150,165,174,180,198,,,25-Nov-2017 16:52:14,25-Nov-2017 17:03:40,25-Nov-2017 16:56:40,-12269.3199917491,-6264.3548236204,-12226.4916328533,-6306.37543373371,-12305.0102908289,-6229.33764852598,20.414712415682,-155.87176356333,-12177.1983381269,-6284.69200469167,-12134.3699792312,-6326.71261480499,-12227.1647568387,-6235.66795955948,20.4145287090826,-155.870880611677,4370,4310,4420,4290,4230,4360
138,149,157,177,185,,,,25-Nov-2017 16:52:33,25-Nov-2017 17:00:24,25-Nov-2017 17:00:24,-16030.9487811057,-4072.67764595872,-15631.2174314119,-4464.8700070163,-16480.6465495113,-3631.46123976894,20.4345099264533,-155.90781737075,-15967.1101171533,-4093.28407662414,-15446.0317505881,-4604.53483300277,-16531.0168426143,-3540.0127101322,20.4343237877111,-155.907205500992,8590,8030,9220,8530,7800,9320
141,152,,,,,,,25-Nov-2017 16:53:12,25-Nov-2017 16:55:23,14-Jul-1916 00:00:00,-9122.90764896498,-6969.82585008146,-9072.94123025325,-7018.84989521365,-9180.01212749268,-6913.79836993037,20.4083398666645,-155.84160637584,-9144.59107800702,-6920.53255535511,-9087.48659947933,-6976.56003550619,-9208.83361635068,-6857.50164018514,20.4087851350385,-155.841814203411,1630,1560,1710,1680,1600,1770
175,183,189,200,,,,,25-Nov-2017 16:58:12,25-Nov-2017 17:02:42,25-Nov-2017 17:01:12,-11562.7925859077,-8428.54497811124,-11534.2403466439,-8456.55871818678,-11591.3448251716,-8400.5312380357,20.3951631963301,-155.86499176195,-11498.8192971582,-8463.29290361152,-11470.2670578944,-8491.30664368706,-11527.3715364221,-8435.27916353598,20.3948493168791,-155.864378601864,2350,2310,2390,2280,2240,2320
154,179,190,199,,,,,25-Nov-2017 16:54:54,25-Nov-2017 17:02:07,25-Nov-2017 17:00:30,-12743.5342010771,-6961.86531362852,-12607.9110645738,-7094.93057898735,-12893.4334572123,-6814.79317823193,20.4084117745202,-155.876308729463,-12557.9446458621,-7143.95462411954,-12393.769270095,-7305.03362955391,-12800.6386796048,-6905.83783347744,20.4067669542325,-155.874529922872,4220,4030,4430,3960,3730,4300
182,195,201,,,,,,25-Nov-2017 17:00:10,25-Nov-2017 17:03:37,14-Jul-1916 00:00:00,-11919.9559895873,-5822.60286381322,-11705.8141951084,-6032.70591437978,-12169.7880831459,-5577.48263815224,20.4187027794416,-155.868415039816,-11689.6533283174,-6244.69371210541,-11468.3734740226,-6461.80019769086,-11982.3137807718,-5957.55287633112,20.4148900153171,-155.866207674798,4430,4130,4780,3970,3660,4380
