TrackID_1,TrackID_2,TrackID_3,TrackID_4,TrackID_5,TrackID_6,TrackID_7,TrackID_8,TrackID_9,TrackID_10,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
54,57,63,66,73,77,84,91,96,,12-Sep-2017 17:04:51,12-Sep-2017 17:12:25,12-Sep-2017 17:10:41,13207.302517083,975.960791866598,13189.1299343764,877.625868071573,13225.4750997895,1074.29571566162,20.4850110917434,-156.912058249331,13167.3228351285,759.623959517542,13149.150252422,661.289035722517,13190.9471926471,887.459360451075,20.4830569132837,-156.912441451809,3360,3260,3460,3140,3040,3270
85,98,103,,,,,,,,12-Sep-2017 17:10:35,12-Sep-2017 17:14:37,12-Sep-2017 17:12:40,13571.1233446758,-26.852453663024,13551.1335036986,-135.020869837552,13592.9304439237,91.1494548910067,20.475952643294,-156.908571051938,13588.9730711642,-40.3204625838367,13567.1659719163,-158.322371137867,13612.5974286827,87.5149383496963,20.4758309862805,-156.908399963548,2440,2330,2560,2430,2310,2560
78,90,100,107,,,,,,,12-Sep-2017 17:09:57,12-Sep-2017 17:15:32,12-Sep-2017 17:13:35,13637.1719644071,-384.81555208463,13628.0856730538,-433.983013982143,13648.075514031,-325.814597807615,20.4727191496318,-156.9079379805,13677.2531349513,-443.069305335419,13666.3495853274,-502.070259612435,13689.9739428459,-374.234858678902,20.472192941364,-156.90755380526,2100,2050,2160,2050,1990,2120
83,94,111,,,,,,,,12-Sep-2017 17:10:25,12-Sep-2017 17:16:15,12-Sep-2017 17:15:59,15120.2672267875,2137.66902521304,15073.0185117505,1881.99822334597,15172.9677166365,2422.84030421861,20.4955048443857,-156.893722615294,15123.9017433288,2157.33600997205,15036.6733463374,1685.32837575592,15211.1301403203,2629.34364418817,20.4956824969729,-156.893687778705,4850,4590,5140,4870,4390,5350
79,110,112,,,,,,,,12-Sep-2017 17:10:00,12-Sep-2017 17:16:13,14-Jul-1916 00:00:00,16636.2761152194,4287.97529414207,16441.8294802593,3235.79160953529,16907.0475975471,5753.16565868795,20.5149286389699,-156.879191775267,16674.0141940952,4657.26628699563,16426.8670692861,3319.91132338328,16988.3998749185,6358.46046864957,20.5182644579137,-156.878830058399,7240,6170,8730,7610,6250,9340
72,89,109,,,,,,,,12-Sep-2017 17:09:15,12-Sep-2017 17:15:41,14-Jul-1916 00:00:00,16655.1775085035,3399.75080825355,16553.4110453468,2849.0752350014,16782.3855874493,4088.09527481873,20.506905274946,-156.879010606723,16724.6576675964,3610.63586579064,16602.9013634625,2951.79187636397,16868.2210709782,4387.48176377134,20.5088102073259,-156.878344644219,6370,5810,7070,6590,5920,7380
36,46,,,,,,,,,12-Sep-2017 16:59:04,12-Sep-2017 17:03:15,14-Jul-1916 00:00:00,12001.113005176,2042.92230071575,11904.7983168313,1521.74720460211,12126.5038258512,2721.43327490142,20.494648993784,-156.923619492128,12033.0764530216,2270.90988371496,11834.9953015201,1199.05921434918,12198.4469556512,3165.75769024969,20.4967084138972,-156.923313124697,4190,3660,4880,4420,3330,5330
105,,,,,,,,,,12-Sep-2017 17:14:42,12-Sep-2017 17:15:10,14-Jul-1916 00:00:00,19691.9461763966,4699.5338892723,19462.971634294,3460.51384945498,19795.5298978239,5260.04295490395,20.5186462626994,-156.849903389707,19680.2954257464,4691.51765516345,19447.6863671026,3432.83063058713,19787.5136637151,5271.69370555411,20.5185738517657,-156.850015061344,8200,6940,8770,8190,6910,8780
3,5,8,12,,,,,,,12-Sep-2017 16:45:32,12-Sep-2017 16:48:28,14-Jul-1916 00:00:00,4850.85422995608,1981.28264310343,4810.87454800167,1764.94581075438,4896.28568672247,2227.119952591,20.4940922005192,-156.992154226463,4877.1445353613,1793.37623064846,4829.89582032426,1537.70542878139,4940.74857483424,2137.54846393105,20.4923948350744,-156.991902235709,2830,2610,3080,2650,2390,3000
21,30,,,,,,,,,12-Sep-2017 16:53:41,12-Sep-2017 16:58:33,12-Sep-2017 16:57:04,8784.55564752656,430.607578041768,8777.28661444394,391.273608523758,8791.82468060918,469.941547559779,20.4800848963664,-156.954449971263,8800.91097196246,519.109009457291,8770.01758136132,351.939639005748,8817.26629639836,607.610440872814,20.480884333009,-156.954293206613,2020,1980,2060,2110,1940,2200
