TrackID_1,TrackID_2,TrackID_3,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
1,2,6,31-Jul-2017 22:45:29,31-Jul-2017 22:48:58,14-Jul-1916,1783.90868257821,3216.30949490822,1830.91424028726,3063.37003778723,1728.0895827987,3397.92510023938,20.3935872397988,-156.013658382995,1758.1275330832,3061.92253842965,1802.19524343544,2918.54179737872,1711.12197537415,3214.86199555063,20.3921926387572,-156.013905315364,2550,2390,2740,2410,2260,2570
