TrackID_1,TrackID_2,TrackID_3,TrackID_4,TrackID_5,TrackID_6,TrackID_7,TrackID_8,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
170,176,,,,,,,07-Nov-2017 17:31:21,07-Nov-2017 17:32:43,07-Nov-2017 17:31:47,8345.83095506371,116.49624345848,8328.3669274073,-2.2261543357701,8367.66098963422,264.899240701293,21.9264280182231,-162.146796632048,8347.28629070174,126.389776608001,8325.45625613123,-22.0132206348121,8372.02699654832,294.579840149856,21.9265173713818,-162.146782546036,1330,1210,1480,1340,1190,1510
179,181,183,184,186,,,,07-Nov-2017 17:36:54,07-Nov-2017 17:40:50,07-Nov-2017 17:38:43,10392.6170517477,-467.59850435326,10389.7063804716,-487.385570652302,10394.0723873857,-457.704971203739,21.9211527833913,-162.126986044284,10381.2681829601,-476.036701864747,10378.357511684,-495.823768163789,10385.6341898742,-446.356102416184,21.9210765740544,-162.127095888572,1050,1030,1060,1040,1020,1070
166,178,182,187,188,,,,07-Nov-2017 17:30:56,07-Nov-2017 17:42:44,07-Nov-2017 17:39:41,10677.5827664311,1744.48073054203,10664.4847456888,1655.43893219634,10690.6807871734,1833.52252888772,21.9411311130619,-162.124227896616,10685.1395149925,1521.00165870044,10672.0414942502,1431.95986035475,10699.6928713728,1619.93699019564,21.9391127682842,-162.124154755787,3280,3190,3370,3060,2970,3160
163,,,,,,,,07-Nov-2017 17:30:59,07-Nov-2017 17:33:24,07-Nov-2017 17:32:11,8372.57339134511,-594.970440302422,8372.57339134511,-594.970440302422,8374.02872698314,-585.076907152901,21.9200024274334,-162.146537795337,8372.57339134511,-594.970440302422,8369.66272006904,-614.757506601463,8376.93939825921,-565.289840853859,21.9200024274334,-162.146537795337,630,630,640,630,610,660
162,172,173,174,175,,,,07-Nov-2017 17:26:50,16-Sep-4035 11:04:23,07-Nov-2017 17:29:48,7528.44607793415,125.549565494498,7524.08007102004,95.868966045935,7531.35674921021,145.33663179354,21.9265097830394,-162.154707998493,7476.36155722719,183.749245070306,7457.44219393275,55.1333141265341,7485.09357105539,243.110443967431,21.9270354117632,-162.155212118083,1220,1190,1240,1270,1140,1330
1,4,12,,,,,,07-Nov-2017 17:02:08,07-Nov-2017 17:04:30,07-Nov-2017 17:03:00,-91.9249777306583,680.477465303171,-94.8356490067261,660.69039900413,-90.4696420926243,690.370998452692,21.9315215983265,-162.228464621052,-89.0143064545904,700.264531602213,-94.8356490067261,660.69039900413,-83.1929639024548,739.838664200297,21.9317003046439,-162.228436449027,660,640,670,680,640,720
5,,,,,,,,07-Nov-2017 17:02:37,07-Nov-2017 17:03:55,07-Nov-2017 17:02:47,-152.167625577933,477.079276077335,-153.622961215967,467.185742927814,-150.712289939899,486.972809226856,21.9296846134597,-162.229047702139,-157.695151813352,508.215211163931,-163.516494365488,468.641078565848,-154.784480537284,528.002277462973,21.9299658167575,-162.229101202377,450,440,460,480,440,500
2,3,13,,,,,,07-Nov-2017 17:02:11,07-Nov-2017 17:04:13,07-Nov-2017 17:02:52,-91.9249777306583,680.477465303171,-96.29098464476,650.796865854609,-87.5589708165565,710.158064751734,21.9315215983265,-162.228464621052,-83.1929639024548,739.838664200297,-93.3803133686922,670.583932153651,-77.3716213503191,779.41279679838,21.9320577172786,-162.228380104977,660,630,690,720,650,760
6,9,14,,,,,,07-Nov-2017 17:02:47,07-Nov-2017 17:04:24,07-Nov-2017 17:02:47,-108.787626808083,1046.83200815216,-120.430311912355,967.683742955993,-92.7789347897104,1155.66087279689,21.9348303187909,-162.228627832533,-97.7325743372452,984.560137978967,-113.741266355618,875.731273334238,-75.9025397667365,1132.96313522178,21.9342679121954,-162.228520832056,1020,940,1130,960,850,1110
8,15,,,,,,,07-Nov-2017 17:03:54,07-Nov-2017 17:05:55,07-Nov-2017 17:05:02,355.019420006983,351.934157151967,353.564084368949,342.040624002446,355.019420006983,351.934157151967,21.9285543689354,-162.22413870188,352.108748730915,332.147090852925,350.653413092881,322.253557703404,353.564084368949,342.040624002446,21.928375662618,-162.224166873905,400,390,400,380,370,390
