TrackID_1,TrackID_2,TrackID_3,TrackID_4,TrackID_5,TrackID_6,TrackID_7,TrackID_8,TrackID_9,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
46,93,108,133,156,,,,,12-Sep-2017 16:56:17,12-Sep-2017 17:08:03,12-Sep-2017 17:03:55,-10783.7368243401,5910.77296484184,-10791.4294972578,5841.19694322963,-10776.0441514225,5980.34898645405,21.8141304125309,-159.357512389261,-10817.9509324126,5874.31209802814,-10827.8415118781,5784.85721309816,-10809.159306221,5953.82755129923,21.813801110625,-159.357843164393,4690,4620,4760,4650,4560,4730
86,,,,,,,,,12-Sep-2017 17:02:19,12-Sep-2017 17:05:02,12-Sep-2017 17:03:41,-11146.0494393899,1996.88364998177,-11146.0494393899,1996.88364998177,-11146.0494393899,1996.88364998177,21.778781521417,-159.361015154927,-11155.9888710488,1997.98260325572,-11157.0878243228,1988.04317159684,-11153.7909645009,2017.8614665735,21.7787914467819,-159.361111247358,760,760,760,760,750,780
92,113,130,,,,,,,12-Sep-2017 17:01:44,12-Sep-2017 17:06:51,12-Sep-2017 17:06:07,-12174.4760636434,8710.5665944264,-12198.6530356702,8491.89909793089,-12149.2001383425,8939.17352258079,21.8394171777385,-159.37095777718,-12151.0072273437,8194.86395363159,-12180.6789657403,7926.49929884166,-12115.8407225773,8512.92576671596,21.8347595303116,-159.37073088518,7320,7100,7550,6810,6540,7130
89,100,107,128,129,137,,,,12-Sep-2017 17:01:37,27-May-4035 10:09:39,12-Sep-2017 17:05:13,-11262.4412241945,4856.99780022648,-11266.8370372902,4817.24007359094,-11256.9464578247,4906.69495852092,21.8046130806505,-159.362140407349,-11288.8649549626,4709.00527861713,-11295.4586746063,4649.36868866381,-11281.1722820449,4778.58130022934,21.8032764635131,-159.362395866676,3590,3550,3640,3440,3380,3510
109,135,,,,,,,,12-Sep-2017 17:03:12,12-Sep-2017 17:06:05,12-Sep-2017 17:05:35,-11411.0930293376,4058.49755550036,-11418.7857022553,3988.92153388816,-11403.40035642,4128.07357711257,21.7974013033276,-159.363577543175,-11460.643631052,3792.33080725833,-11467.2373506957,3732.69421730501,-11452.9509581344,3861.90682887053,21.7949973775533,-159.36405658845,2780,2710,2850,2510,2450,2580
123,140,154,166,,,,,,12-Sep-2017 17:04:40,12-Sep-2017 17:08:20,12-Sep-2017 17:06:24,-11726.2976523403,4938.46689907875,-11743.8809047235,4779.43599253656,-11707.6154466831,5107.43723727982,21.8053488813012,-159.366624878225,-11724.050893599,4867.79192419259,-11746.029959078,4669.00329101486,-11702.07182812,5066.58055737032,21.8047105694352,-159.366603157012,3620,3460,3790,3550,3350,3750
115,152,,,,,,,,12-Sep-2017 17:03:35,12-Sep-2017 17:06:56,12-Sep-2017 17:05:15,-11256.3848786776,5912.72661042301,-11278.3639441565,5713.93797724528,-11232.2079066507,6131.39410691852,21.8141480571803,-159.362081855816,-11248.6922057599,5982.30263203522,-11290.45243017,5604.60422899753,-11209.1298878977,6340.12217175514,21.8147764436814,-159.362007484597,4640,4440,4860,4710,4330,5070
117,138,160,167,,,,,,12-Sep-2017 17:04:18,12-Sep-2017 17:08:20,12-Sep-2017 17:07:43,-12455.2460804745,3077.30215915899,-12457.4439870224,3057.42329584122,-12453.0481739266,3097.18102247677,21.7885394867466,-159.373672205368,-12427.5768398524,2963.57259781544,-12429.7747464003,2943.69373449767,-12424.2799800306,2993.3908927921,21.7875123207854,-159.373404704701,1690,1670,1710,1580,1560,1610
104,111,125,163,165,180,196,,,12-Sep-2017 17:02:50,27-May-4035 10:15:49,12-Sep-2017 17:09:29,-12818.975851284,5884.27573470739,-12831.0643372974,5774.94198645963,-12806.8873652705,5993.60948295514,21.8138910987365,-159.377188671811,-12842.0050178435,5584.99383166684,-12851.8955973091,5495.53894673686,-12831.015485104,5684.38814825571,21.811188088367,-159.377411313172,4440,4330,4550,4140,4050,4240
94,120,142,171,191,198,216,224,,12-Sep-2017 17:01:58,12-Sep-2017 17:15:30,12-Sep-2017 17:15:03,-14043.5777374475,9822.70819196811,-14060.0620365567,9673.61671708481,-14025.9944850643,9981.73909851029,21.8494616550019,-159.389027877134,-14049.7806395444,9038.64089638336,-14064.0670321058,8909.42828481784,-14035.4942469831,9167.85350794889,21.8423802310709,-159.389087845547,8220,8070,8380,7440,7310,7570
201,207,208,223,226,,,,,12-Sep-2017 17:11:52,12-Sep-2017 17:16:38,12-Sep-2017 17:14:16,-14664.1443718753,3573.0524372697,-14666.3422784232,3553.17357395192,-14661.9464653274,3592.93130058747,21.7930169313524,-159.395027390842,-14651.9581814752,3501.27850910959,-14655.255041297,3471.46021413293,-14649.7602749273,3521.15737242737,21.7923686941216,-159.394909577198,1940,1920,1960,1870,1840,1890
200,211,,,,,,,,12-Sep-2017 17:12:42,12-Sep-2017 17:16:09,12-Sep-2017 17:15:38,-15092.3457733213,3067.04496716705,-15094.5436798692,3047.16610384928,-15091.2468200473,3076.98439882594,21.7884468473453,-159.399167156074,-15091.197967854,2986.43056062201,-15091.197967854,2986.43056062201,-15091.197967854,2986.43056062201,21.7877187659792,-159.399156059321,1390,1370,1400,1310,1310,1310
203,213,234,,,,,,,12-Sep-2017 17:12:13,12-Sep-2017 17:18:51,12-Sep-2017 17:18:01,-15426.257249154,5870.7216828936,-15437.2467818935,5771.32736630473,-15414.1687631406,5980.05543114135,21.8137686832405,-159.402395345224,-15432.7532644111,5629.97741653242,-15443.7427971505,5530.58309994356,-15422.8626849455,5719.4323014624,21.811594364507,-159.402458147396,4140,4040,4250,3900,3800,3990
227,265,,,,,,,,12-Sep-2017 17:16:02,12-Sep-2017 17:20:26,12-Sep-2017 17:19:18,-16132.9823508426,3755.57638513193,-16135.1802573905,3735.69752181416,-16130.7844442947,3775.45524844971,21.7946654243576,-159.409227821706,-16132.9823508426,3755.57638513193,-16137.3781639384,3715.81865849639,-16128.5865377468,3795.33411176748,21.7946654243576,-159.409227821706,1960,1940,1980,1960,1920,2000
221,,,,,,,,,12-Sep-2017 17:19:50,12-Sep-2017 17:22:23,12-Sep-2017 17:21:28,-16891.0897904197,2722.63248052826,-16891.0897904197,2722.63248052826,-16889.9908371457,2732.57191218715,21.7853362331943,-159.41655705232,-16888.8918838718,2742.51134384604,-16888.8918838718,2742.51134384604,-16887.7929305979,2752.45077550492,21.7855157721946,-159.4165358034,850,850,860,870,870,880
225,,,,,,,,,12-Sep-2017 17:16:46,12-Sep-2017 17:18:22,12-Sep-2017 17:17:27,-15684.9262910992,2257.26207654137,-15684.9262910992,2257.26207654137,-15683.8273378252,2267.20150820026,21.781133169077,-159.404896105621,-15683.8273378252,2267.20150820026,-15684.9262910992,2257.26207654137,-15683.8273378252,2267.20150820026,21.7812229385772,-159.404885481161,520,520,530,530,520,530
1,,,,,,,,,12-Sep-2017 17:19:00,12-Sep-2017 17:20:17,12-Sep-2017 17:19:34,-16376.1929897388,2192.8388559455,-16376.1929897388,2192.8388559455,-16376.1929897388,2192.8388559455,21.780551320888,-159.411579133363,-16376.1929897388,2192.8388559455,-16376.1929897388,2192.8388559455,-16375.0940364648,2202.77828760439,21.780551320888,-159.411579133363,380,380,380,380,380,390
339,364,379,384,,,,,,12-Sep-2017 17:28:42,12-Sep-2017 17:35:13,12-Sep-2017 17:31:46,-20368.523451769,4666.56023919499,-20369.6224050429,4656.62080753611,-20366.3255452211,4686.43910251277,21.8028931146353,-159.450176183224,-20315.4805814593,4600.32992959798,-20317.6784880072,4580.4510662802,-20314.3816281854,4610.26936125686,21.802294945445,-159.449663375397,2400,2390,2420,2340,2320,2350
371,378,381,387,,,,,,12-Sep-2017 17:31:32,12-Sep-2017 17:37:08,12-Sep-2017 17:32:51,-20552.830283612,4455.53656342379,-20555.0281901599,4435.65770010601,-20550.6323770641,4475.41542674156,21.8009872219702,-159.451958024694,-20535.1981790354,4524.01363176204,-20540.6929454052,4474.31647346761,-20529.7034126657,4573.71079005648,21.8016056831063,-159.451787561044,2170,2150,2190,2240,2190,2290
243,251,256,,,,,,,12-Sep-2017 17:16:38,27-May-4035 10:36:16,14-Jul-1916 00:00:00,-16924.4738533579,5241.55794674233,-16933.2654795495,5162.04249347124,-16915.6822271663,5321.07340001342,21.808086294544,-159.416879802742,-16904.5461378468,5148.8062019905,-16914.4367173123,5059.35131706052,-16892.4576518334,5258.13995023825,21.8072485929479,-159.416687145587,3350,3270,3430,3260,3170,3370
233,239,249,,,,,,,12-Sep-2017 17:15:51,12-Sep-2017 17:21:11,12-Sep-2017 17:18:51,-15988.0912802817,3337.11900657144,-15989.1902335557,3327.17957491255,-15986.9923270078,3347.05843823033,21.7908860624185,-159.407827043907,-15994.7338521188,3368.03625482205,-15995.8328053927,3358.09682316316,-15992.5359455709,3387.91511813982,21.7911652962839,-159.407891262959,1560,1550,1570,1590,1580,1610
235,275,279,,,,,,,12-Sep-2017 17:15:52,27-May-4035 10:40:41,12-Sep-2017 17:21:37,-16701.9967700868,6343.78475979813,-16711.8873495523,6254.32987486815,-16689.9082840733,6453.11850804589,21.818041224912,-159.41472893894,-16708.2973765704,5740.82514062124,-16717.089002762,5661.30968735015,-16699.5057503788,5820.34059389234,21.8125955027135,-159.414789851939,4470,4380,4580,3870,3790,3950
215,213,232,241,255,,,,,12-Sep-2017 17:13:43,27-May-4035 10:27:32,12-Sep-2017 17:16:45,-15089.8794007863,4636.27851161049,-15098.6710269779,4556.7630583394,-15081.0877745947,4715.79396488158,21.8026196205722,-159.399143311679,-15089.8794007863,4636.27851161049,-15098.6710269779,4556.7630583394,-15079.9888213208,4725.73339654047,21.8026196205722,-159.399143311679,2950,2870,3030,2950,2870,3040
253,280,,,,,,,,12-Sep-2017 17:17:37,12-Sep-2017 17:22:25,12-Sep-2017 17:21:59,-17062.0872735683,4451.89818040115,-17065.3841333901,4422.07988542449,-17058.7904137464,4481.71647537781,21.8009543613564,-159.418210221677,-17048.6555733142,4118.40216928815,-17050.8534798621,4098.52330597037,-17045.3587134923,4148.22046426481,21.7979423410269,-159.418080366694,2550,2520,2580,2220,2200,2250
258,263,274,288,306,,,,,12-Sep-2017 17:18:32,12-Sep-2017 17:24:49,12-Sep-2017 17:23:03,-17275.9681394212,3791.40217343215,-17278.1660459691,3771.52331011437,-17274.8691861473,3801.34160509103,21.7949889904546,-159.420277978974,-17281.462905791,3741.70501513772,-17282.5618590649,3731.76558347883,-17279.2649992431,3761.58387845549,21.7945401429539,-159.420331101272,1870,1850,1880,1820,1810,1840
253,294,,,,,,,,12-Sep-2017 17:17:37,12-Sep-2017 17:21:54,12-Sep-2017 17:21:46,-16932.7769576161,4256.50411143195,-16936.0738174379,4226.68581645529,-16928.3811445203,4296.2618380675,21.7991896298802,-159.416960075488,-16909.5035300897,4103.01682345286,-16914.9982964595,4053.31966515843,-16904.00876372,4152.71398174729,21.7978033859183,-159.41673507266,2370,2340,2410,2220,2170,2270
264,298,303,309,319,329,,,,12-Sep-2017 17:19:01,12-Sep-2017 17:27:11,12-Sep-2017 17:24:42,-17668.6615129001,7064.38123148092,-17677.4531390917,6984.86577820982,-17659.8698867085,7143.89668475201,21.8245494023706,-159.424074459716,-17634.4474048276,7100.84209829462,-17643.2390310192,7021.32664502352,-17624.5568253621,7190.2969832246,21.8248787042765,-159.423743684584,5080,5000,5160,5120,5040,5210
118,151,179,190,,,,,,12-Sep-2017 17:03:52,12-Sep-2017 17:11:40,12-Sep-2017 17:11:08,-13204.1715184659,5494.24458468953,-13210.7652381096,5434.60799473621,-13197.5777988222,5553.88117464285,21.8103684726365,-159.380912666233,-13221.7059186557,5244.65983994342,-13229.3985915734,5175.08381833121,-13212.9142924642,5324.17529321451,21.8081143097678,-159.381082185296,4010,3950,4070,3760,3690,3840
165,180,209,,,,,,,12-Sep-2017 17:07:46,12-Sep-2017 17:14:06,12-Sep-2017 17:09:29,-12793.7245731561,8205.56037321101,-12817.901545183,7986.89287671551,-12768.4486478553,8434.1673013654,21.8348561366641,-159.37694454752,-12795.8736275107,8095.12767168931,-12844.2275715644,7657.7926786983,-12739.8270105393,8602.03868629253,21.8338587467975,-159.376965324147,6750,6530,6980,6640,6200,7150
168,184,212,,,,,,,12-Sep-2017 17:08:07,12-Sep-2017 17:13:56,12-Sep-2017 17:10:10,-12878.9544065907,6524.74632177858,-12895.4387056999,6375.65484689528,-12860.2722009336,6693.71665997965,21.8196756069897,-159.377768532449,-12882.3489707992,6676.03570320978,-12910.9217559219,6417.61048007872,-12857.0730454984,6904.64263136417,21.8210420002217,-159.377801350415,5070,4920,5240,5220,4960,5450
331,341,353,367,380,389,392,,,12-Sep-2017 17:26:57,12-Sep-2017 17:37:58,12-Sep-2017 17:36:53,-20997.3456647194,9625.70155846591,-21010.5331040068,9506.42837855927,-20983.0592721581,9754.91417003143,21.847682359402,-159.456255510208,-21068.8753319128,9160.74617704613,-21084.2606777481,9021.59413382172,-21052.3910328036,9309.83765192943,21.8434830436247,-159.456947044678,7260,7140,7390,6790,6650,6940
218,220,228,,,,,,,12-Sep-2017 17:14:22,27-May-4035 10:30:11,12-Sep-2017 17:15:27,-15029.0215059994,2365.83883686859,-15030.1204592733,2355.89940520971,-15027.9225527254,2375.77826852748,21.7821137967263,-159.398554949763,-15023.4778874363,2324.9821569591,-15024.5768407102,2315.04272530021,-15023.4778874363,2324.9821569591,21.7817447933608,-159.398501355171,700,690,710,660,650,660
317,326,335,346,352,358,361,,,12-Sep-2017 17:24:22,12-Sep-2017 17:31:11,12-Sep-2017 17:28:27,-19046.6767455237,4701.50713016762,-19049.9736053456,4671.68883519096,-19044.4788389758,4721.3859934854,21.8032087428364,-159.437396834491,-19035.6383605909,4710.34760855256,-19041.1331269606,4660.65045025813,-19030.1435942212,4760.04476684699,21.8032885869717,-159.437290117601,2580,2550,2600,2590,2540,2640
320,325,,,,,,,,12-Sep-2017 17:24:35,12-Sep-2017 17:26:22,12-Sep-2017 17:25:51,-18336.8497506341,3113.88449322712,-18340.1466104559,3084.06619825046,-18333.5528908122,3143.70278820378,21.7888698857027,-159.430534369529,-18341.2455637299,3074.12676659157,-18345.6413768257,3034.36903995603,-18334.6518440862,3133.76335654489,21.7885108077021,-159.430576867368,1080,1050,1110,1040,1000,1100
327,338,359,,,,,,,12-Sep-2017 17:25:35,12-Sep-2017 17:30:32,12-Sep-2017 17:29:40,-19180.5782833451,5219.35882531698,-19186.0730497149,5169.66166702255,-19175.0835169754,5269.05598361142,21.807885799777,-159.438691367692,-19154.154552577,5367.35134692633,-19160.7482722207,5307.71475697301,-19148.6597862073,5417.04850522077,21.8092224169144,-159.438435908365,3080,3030,3130,3230,3170,3280
363,377,397,401,,,,,,12-Sep-2017 17:30:53,12-Sep-2017 17:43:30,12-Sep-2017 17:40:54,-22352.820252717,8467.64774223244,-22366.0076920044,8348.3745623258,-22338.5338601556,8596.86035379796,21.8372232188999,-159.469359966554,-22460.8107867241,8036.90646888512,-22475.0971792854,7907.6938573196,-22442.1285810669,8205.8768070862,21.8333329130826,-159.470403997369,5960,5840,6090,5520,5390,5690
415,423,432,437,440,441,443,453,456,12-Sep-2017 17:47:43,27-May-4035 11:55:20,12-Sep-2017 17:58:45,-28236.0602502773,9490.38286488489,-28248.1487362907,9381.04911663713,-28222.8728109899,9609.65604479153,21.8464602078846,-159.5262379504,-28246.8543742434,9028.77319548031,-28273.2292528182,8790.22683566703,-28196.3025236417,9485.98705178909,21.8422911094181,-159.526342305825,6330,6220,6450,5870,5630,6330
444,452,460,462,,,,,,12-Sep-2017 17:56:06,12-Sep-2017 18:00:16,12-Sep-2017 17:59:36,-28388.4974371758,9567.60270722139,-28450.0388205169,9010.99453432374,-28312.6696612733,10253.4234916846,21.8471576307239,-159.527711682537,-28395.0423046261,9417.41227906414,-28466.4742674328,8771.34922123652,-28301.6312763404,10262.2639700695,21.8458011628567,-159.527774957002,6390,5830,7080,6240,5590,7090
398,404,413,422,425,430,,,,12-Sep-2017 17:43:11,12-Sep-2017 17:52:36,12-Sep-2017 17:51:22,-25788.8110078366,9330.47306101512,-25806.3942602198,9171.44215447293,-25769.0298489055,9509.38283087507,21.8450159579863,-159.502578435755,-25826.1754191509,8992.53238461297,-25843.7586715341,8833.50147807079,-25808.5921667677,9151.56329115516,21.8419637949811,-159.502939667387,6440,6280,6620,6100,5940,6260
388,395,406,411,421,,,,,12-Sep-2017 17:36:47,12-Sep-2017 17:49:29,12-Sep-2017 17:45:21,-23917.0475527241,9425.34965510114,-23939.0266182031,9226.5610219234,-23893.9695339712,9634.07771993775,21.8458728504847,-159.484482602234,-23904.861362324,9353.57572694103,-23926.840427803,9154.7870937633,-23882.882296845,9552.36436011876,21.8452246132539,-159.48436478859,6740,6540,6950,6670,6470,6870
474,488,497,512,,,,,,12-Sep-2017 18:02:57,12-Sep-2017 18:08:40,12-Sep-2017 18:07:33,-31058.2237628876,8625.28569803536,-31080.2028283665,8426.49706485763,-31035.1457441346,8834.01376287197,21.8386469502542,-159.553522060983,-31065.9652879986,8646.26351462708,-31093.4391198473,8397.77772315491,-31036.2935496019,8914.62816941702,21.8388364146194,-159.553596904495,5160,4960,5370,5180,4930,5450
565,587,598,604,614,,,,,12-Sep-2017 18:16:23,27-May-4035 12:35:27,12-Sep-2017 18:17:35,-34653.1472780101,5229.78501029882,-34655.345184558,5209.90614698105,-34652.0483247361,5239.72444195771,21.8079799654644,-159.58827706022,-34643.1589941578,5138.13221882095,-34644.2579474318,5128.19278716206,-34640.9610876099,5158.01108213872,21.8071521892333,-159.588180495495,1390,1370,1400,1300,1290,1320
574,590,597,609,617,626,,,,12-Sep-2017 18:16:22,27-May-4035 12:35:35,12-Sep-2017 18:22:25,-35958.3389235457,7074.39195174301,-35963.8336899154,7024.69479344858,-35952.8441571759,7124.08911003745,21.8246398157247,-159.600895391167,-35959.2424680462,6702.23716726841,-35963.638281142,6662.47944063287,-35954.8466549504,6741.99489390396,21.8212786427595,-159.600904126454,3080,3030,3130,2710,2670,2750
494,500,505,508,525,537,549,,,12-Sep-2017 18:05:47,12-Sep-2017 18:15:01,12-Sep-2017 18:11:17,-32110.0694869421,7574.51428008178,-32114.4653000379,7534.75655344623,-32105.6736738463,7614.27200671732,21.8291567471721,-159.563691094395,-32187.2404770853,7331.52325497936,-32191.6362901811,7291.76552834381,-32181.7457107155,7381.22041327379,21.8269621364928,-159.564437168043,4000,3960,4040,3750,3710,3800
580,612,635,,,,,,,12-Sep-2017 18:16:36,12-Sep-2017 18:25:51,12-Sep-2017 18:23:19,-35878.6773558472,10888.7403934342,-35901.7553746001,10680.0123285976,-35853.4014305463,11117.3473215886,21.8590896881888,-159.600125239114,-35807.0499842671,11172.5880984461,-35830.12800302,10963.8600336095,-35781.7740589663,11401.1950266005,21.8616533022336,-159.599432760058,6880,6670,7110,7170,6960,7400
557,562,,,,,,,,12-Sep-2017 18:15:41,12-Sep-2017 18:16:49,12-Sep-2017 18:16:22,-34192.148039946,4303.51307263454,-34194.3459464939,4283.63420931677,-34191.049086672,4313.45250429343,21.799614198517,-159.583820212084,-34195.4448997678,4273.69477765788,-34196.5438530418,4263.755345999,-34194.3459464939,4283.63420931677,21.7993448900165,-159.583852085463,520,500,530,490,480,500
608,620,630,,,,,,,12-Sep-2017 18:18:48,12-Sep-2017 18:23:08,14-Jul-1916 00:00:00,-36369.1524813819,7089.63074099827,-36382.3399206692,6970.35756109163,-36354.8660888205,7218.84335256379,21.8247774471851,-159.604867054216,-36345.7813494689,6755.03577661131,-36360.0677420302,6625.82316504579,-36327.0991438117,6924.00611481239,21.8217555014907,-159.604641106802,3050,2930,3180,2720,2590,2890
