TrackID_1,TrackID_2,TrackID_3,TrackID_4,TrackID_5,TrackID_6,TrackID_7,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
2,3,4,5,6,,,30-Aug-2017 03:21:39,30-Aug-2017 03:27:04,30-Aug-2017 03:24:09,2406.72766483009,1032.71409474611,2401.46381394811,1013.41922822954,2411.99151571207,1052.00896126268,17.6954791251299,-152.693345373593,2414.62344115307,1061.65639452097,2398.83188850711,1003.77179497126,2430.41499379902,1119.54099407068,17.6957406418742,-152.693270949917,1630,1610,1650,1660,1600,1720
7,12,,,,,,30-Aug-2017 03:27:15,30-Apr-4035 06:57:58,30-Aug-2017 03:28:50,3596.82086908943,75.7511042518431,3591.55701820745,56.4562377352736,3602.08471997141,95.0459707684126,17.6868322018494,-152.682127843198,3592.43728671313,97.6778962094047,3584.54151039015,68.7355964345506,3600.33306303611,126.620195984259,17.6870303278895,-152.682169161784,1020,1000,1040,1040,1010,1070
8,13,,,,,,30-Aug-2017 03:28:31,30-Apr-4035 06:59:13,30-Aug-2017 03:29:54,3812.54995449019,-273.334790209894,3812.54995449019,-273.334790209894,3815.18187993118,-263.687356951609,17.6836779325854,-152.680094433072,3814.3016114255,-304.90901542574,3809.03776054352,-324.20388194231,3822.19738774848,-275.966715650886,17.6833926342972,-152.680077922378,740,740,750,710,690,740
10,11,14,15,,,,30-Aug-2017 03:26:47,30-Apr-4035 07:00:02,30-Aug-2017 03:29:38,4009.09961436316,865.071214343763,3988.04421083522,787.891748277485,4030.15501789109,942.250680410041,17.6939643381008,-152.678241803568,4009.09961436316,865.071214343763,3990.67613627621,797.53918153577,4032.78694333209,951.898113668326,17.6939643381008,-152.678241803568,1890,1810,1970,1890,1820,1980
17,31,32,33,,,,30-Aug-2017 03:33:15,30-Apr-4035 07:09:22,30-Aug-2017 03:34:16,5027.22851637626,-874.214138577253,5024.59659093527,-883.861571835538,5029.86044181726,-864.566705318969,17.678248508796,-152.668645167049,5019.33274005329,-903.156438352107,5016.7008146123,-912.803871610392,5021.96466549428,-893.509005093823,17.6779869920517,-152.668719590725,480,470,490,450,440,460
21,26,30,36,38,44,45,30-Aug-2017 03:31:12,30-Aug-2017 03:39:00,30-Aug-2017 03:37:09,6543.84919676376,1531.43789607384,6522.79379323583,1454.25843000757,6564.9046002917,1608.61736214012,17.6999854921379,-152.654349867725,6510.50555446049,1333.22538002616,6486.81822549156,1246.3984807016,6539.4567343114,1439.3471458673,17.6981944840879,-152.654664156824,3200,3120,3280,3000,2910,3110
19,23,29,,,,,30-Aug-2017 03:30:28,30-Aug-2017 03:32:38,30-Aug-2017 03:32:27,4802.78554667926,202.830592784258,4779.09821771033,116.003693459695,4826.47287564819,289.65749210882,17.6879804663056,-152.670760712139,4746.6437239888,73.0303780502557,4725.58832046086,-4.14908801602198,4770.33105295773,159.857277374818,17.6868076179199,-152.671289891366,1460,1370,1550,1320,1240,1410
35,52,,,,,,30-Aug-2017 03:36:01,30-Apr-4035 07:18:34,30-Apr-4035 07:18:33,6594.55844712711,-524.390056826785,6591.92652168611,-534.03749008507,6599.82229800909,-505.095190310215,17.6814094481705,-152.653871894608,6588.41432773944,-584.906581817485,6585.78240229845,-594.55401507577,6593.67817862142,-565.611715300916,17.6808626331379,-152.65392980759,1230,1220,1250,1170,1160,1190
40,48,,,,,,30-Aug-2017 03:36:50,30-Aug-2017 03:40:03,30-Aug-2017 03:37:54,6370.92470532731,-318.26400430401,6363.02892900433,-347.206304078865,6376.18855620929,-298.969137787441,17.6832719613293,-152.655979812112,6366.54112295101,-296.337212346449,6350.74957030506,-354.221811896157,6379.70075015597,-248.100046055025,17.6834700873694,-152.656021130698,1370,1340,1390,1390,1330,1440
37,,,,,,,30-Aug-2017 03:40:13,30-Aug-2017 03:40:54,30-Aug-2017 03:40:38,6707.58027979676,-2047.84864351039,6707.58027979676,-2047.84864351039,6707.58027979676,-2047.84864351039,17.667643785704,-152.652806578179,6707.58027979676,-2047.84864351039,6707.58027979676,-2047.84864351039,6710.21220523775,-2038.2012102521,17.667643785704,-152.652806578179,-210,-210,-210,-210,-210,-200
