Cruise,AC_ID,VIS_ID,Detection Type,Mixed Species Encounter (Y/N),Array Processing Name,Hydrophones Used,Banter Score,Localization_Status,Stock,Stock Justification,Stock Overlap,LAT_AC,LON_AC,Start_Time,End_Time,Processed_StartTime,Processed_EndTime,LAT_AC_END,LON_AC_END,Notes
2011 PICEAS,1108038,S022,Visual,,swfscoil7,"2,3",,4. Paused,Palmyra,Within Palmyra EEZ,,5.9277,-162.0743,11/07/2011 21:51:00,11/08/2011 0:40:00,,,,,
2012 PICEAS,1203186,S076,Visual,,pifscoil3,,,4. Paused,HIPelagic,Genetically identified as not MHI or NWHI; within HI pelagic assessment area,,19.2856,-157.3481,05/16/2012 23:03:25,05/17/2012 1:31:00,,,,,
2013 PACES,1303039,S020,Visual,,inline_pifscoil4,,,4. Paused,HIPelagic,"Genetically identified as most common pelagic haplotype, not known from the MHI or NWHI stocks; tag data show movements E and W of NWHI stock area; photo-ID match to animal outside NWHI area",,25.704,-171.471,05/15/2013 0:54:41,05/15/2013 5:17:00,,,,,
2013 PACES,1303088,S059,Visual,,inline_pifscoil4,,,4. Paused,HIPelagic,"Genetically identified as most common pelagic haplotype, not known from the MHI or NWHI stocks; tag data show movements E and W of NWHI stock area; photo-ID match to animal outside NWHI area",,25.362,-172.237,05/27/2013 1:34:39,05/27/2013 5:20:55,,,,,"5/27/2013 2:25:00 to 5/27/2013 3:10:00 is a gap not used for processing. Not sure as to the why, check with Yvonne."
2015 MACS,1502026,S022,Visual,,inline_pifscoil4_2015,,,4. Paused,MA,,,17.5615,146.2456,05/24/2015 7:02:45,05/24/2015 8:30:00,,,,,
2015 MACS,1502032,S031,Visual,,inline_pifscoil4_2015,,,4. Paused,MA,,,19.7577,145.3397,05/28/2015 1:07:53,05/28/2015 6:51:20,,,,,
2016 HITECH,1604010,S018,Visual,,inline_pifscoil5,,,4. Paused,MHI,Photo-ID matches to MHI insular stock,,21.617815,-158.30183,07/05/2016 1:42:00,07/05/2016 3:59:00,,,,,
2017 HICEAS,1705142,N/A,AC,,Numbat_20m_Goanna-5,"1,5",0.6063,4. Paused,HIPelagic,Within HI pelagic assessment area,,18.788255,-159.0792833,09/20/2017 20:09:27,09/20/2017 20:18:13,,,18.77015,-159.103,"DW only. No valid EC Data, which is probably lowering the score. All traces were past the beam and no localizations were possible of the 2 trace sequences."
2017 HICEAS,1705323,N/A,AC - w/in 3 nmi,,Numbat_20m_Goanna,"1,6",0.7742,3. Completed,MHIorHIPelagic,Not possible to assign to stock with available information,,21.12277,-157.9095783,11/16/2017 3:43:48,11/16/2017 4:29:12,,,,,
2017 HICEAS,1706303,N/A,AC - outside 3 nmi,,Kolea_30m_Moli-5,"1,5",0.6162,3. Completed,HIPelagic,Within HI pelagic assessment area,,28.48470833,179.7504133,09/24/2017 19:22:38,09/24/2017 21:00:01,,,28.55629,179.4525,
2017 HICEAS,1705210,N/A,AC - w/in 3 nmi,YES,Numbat_20m_Goanna,"1,6",0.8477,3. Completed,HIPelagic,Within HI pelagic assessment area,,18.81263,-158.0541283,10/09/2017 3:26:07,10/09/2017 4:43:03,10/09/2017 3:01:14,10/09/2017 3:39:50,18.83184,-158.039,Acoustic encounter has 002 as the species code. Look at notes because encounter summary data looks like 033. Only processed the data before the turn to chase spotted dolphins when it was only 33s.
2017 HICEAS,1705292,N/A,AC - w/in 3 nmi,,Sugar Glider_20m_Goanna,"1,6",0.8434,3. Completed,HIPelagic,Within HI pelagic assessment area,,22.70850167,-166.0059133,11/05/2017 18:28:10,11/05/2017 20:54:59,,11/05/2017 19:17:40,22.67239,-165.86,
2017 HICEAS,1705307,N/A,AC - w/in 3 nmi,,Numbat_20m_Goanna,"1,6",0.9145,3. Completed,HIPelagic,Within HI pelagic assessment area,Right outside NWHI stock boundary,22.053075,-162.9381233,11/07/2017 1:45:43,11/07/2017 4:05:54,,11/07/2017 2:56:34,22.01565,-162.742,
2017 HICEAS,1705385,N/A,AC - w/in 3 nmi,,Numbat_20m_Goanna,"1,6",0.8813,3. Completed,MHIorHIPelagic,Not possible to assign to stock with available information,,20.46153833,-155.7641133,11/25/2017 16:20:58,11/25/2017 17:18:09,,,20.33846,-155.893,
2017 HICEAS,1705075,N/A,AC - w/in 3 nmi,,SugarGli_20m_Echidna,"1,6",0.8686,3. Completed,MHIorHIPelagic,Not possible to assign to stock with available information,,18.85984167,-156.4328533,08/31/2017 23:52:27,09/01/2017 1:19:15,,,19.07863,-156.31,
2017 HICEAS,1706127,N/A,AC - w/in 3 nmi,,Kolea_30m_Pueo,"1,6",0.8172,3. Completed,MHIorHIPelagic,Not possible to assign to stock with available information,,21.07917833,-156.1902333,08/02/2017 2:21:01,08/02/2017 2:26:49,,,21.08663,-156.204,
2017 HICEAS,1706132,N/A,AC - w/in 3 nmi,,Kolea_30m_Pueo,"1,6",0.8098,3. Completed,MHIorHIPelagic,Not possible to assign to stock with available information,,20.38032167,-156.06466,08/09/2017 21:07:25,08/09/2017 21:31:00,,,20.3824,-155.997,
2017 HICEAS,1706120,N/A,AC - w/in 3 nmi,,Kolea_30m_Pueo,"1,6",0.6957,3. Completed,MHIorHIPelagic,Not possible to assign to stock with available information,,20.364575,-156.030605,07/31/2017 22:41:15,07/31/2017 22:52:04,,,20.37382,-155.998,
2017 HICEAS,1706065,N/A,AC - w/in 3 nmi,,Kolea_30m_Pueo,"1,6",0.7045,3. Completed,NWHIorHIPelagic,Not possible to assign to stock with available information,,23.90510333,-166.41263,07/20/2017 20:17:52,07/20/2017 20:31:59,,,23.91331,-166.38,
2017 HICEAS,1706269,N/A,AC - w/in 3 nmi,,Kolea_30m_Moli,"1,6",0.8261,3. Completed,NWHIorHIPelagic,Not possible to assign to stock with available information,,23.39561667,-165.5441233,09/16/2017 4:06:59,09/16/2017 4:50:09,,,23.42786,-165.674,
2017 HICEAS,1705150,S064,P1 - Vis Confirm,YES,Numbat_20m_Echidna,"1,6",Not Predicted on due to mixed species.,3. Completed,HIPelagic,Within HI pelagic assessment area,,20.01874,-161.82189,09/21/2017 23:45:04,09/22/2017 0:52:04,,,20.07098,-162.023,
2017 HICEAS,1705191,S073,P1 - Vis Confirm,YES,Numbat_20m_Echidna,"1,6",Not Predicted on due to mixed species.,3. Completed,HIPelagic,Genetically identified as not MHI or NWHI; within HI pelagic assessment area,,23.536685,-175.76996,09/29/2017 22:49:47,09/30/2017 0:11:47,,,23.5908,-175.998,
2017 HICEAS,1706081,S033,P1 - Vis Confirm,,Kolea_30m_Pueo,"1,6",0.9045,3. Completed,HIPelagic,"Genetically identified as most common pelagic haplotype, not known from the MHI or NWHI stocks",,25.184655,-172.85717,07/23/2017 16:37:37,07/23/2017 17:34:37,,,25.21592,-172.997,
2017 HICEAS,1706091,S035,P1 - Vis Confirm,,Kolea_30m_Pueo,"1,6",0.8715,3. Completed,HIPelagic,Within HI pelagic assessment area,,24.60878833,-173.67769,07/24/2017 16:53:35,07/24/2017 18:15:35,,,24.53246,-173.442,
2017 HICEAS,1706101,S039,P1 - Vis Confirm,,Kolea_30m_Pueo,"1,6",0.8338,3. Completed,HIPelagic,Within HI pelagic assessment area,,21.21303167,-163.3247283,07/28/2017 3:10:59,07/28/2017 4:00:59,,,21.17729,-163.192,
2017 HICEAS,1706257,S119,P1 - Vis Confirm,,Kolea_30m_Moli,"1,6",0.6755,3. Completed,HIPelagic,"Genetically identified as most common pelagic haplotype, not known from the MHI or NWHI stocks; tag data show broad movements throughout EEZ; no photo-ID matches to known animals",,21.76075167,-159.2533283,09/12/2017 16:27:51,09/12/2017 18:24:51,,,21.79689,-159.618,
