TrackID_1,TrackID_2,TrackID_3,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
1,2,3,01-Nov-2017 02:44:45,01-Nov-2017 02:49:25,01-Nov-2017 02:49:25,1683.01724307513,3720.66284338754,1641.3093013337,3443.7866118405,1732.1730315561,4046.98125913942,26.5870900697198,-175.767609580994,1661.75080004529,3713.75354524239,1608.1263035206,3357.76981896762,1722.82314330953,4119.179455722,26.5870277068981,-175.767823001384,3930,3650,4260,3920,3560,4330
