TrackID_1,TrackID_2,TrackID_3,TrackID_4,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
1,4,14,,12-Sep-2017 03:22:48,12-Sep-2017 03:45:48,12-Sep-2017 03:28:59,2528.54566895676,1921.62403345882,2488.29644536177,1841.12558626883,2568.79489255176,2002.12248064881,20.477958131105,-156.926566512637,2170.7747925568,1899.26335368382,2130.5255689618,1818.76490649383,2211.02401615179,1979.76180087381,20.4777561459068,-156.92999537537,2850,2760,2940,2670,2580,2760
2,3,5,16,12-Sep-2017 03:23:38,12-Sep-2017 03:45:49,12-Sep-2017 03:36:09,2863.95586558173,1876.90267390882,2814.76237007674,1778.51568289883,2917.62149704173,1984.23393682881,20.4775541607087,-156.923351953825,2948.92644872672,1957.40112109882,2819.23450603173,1698.01723570884,3078.61839142171,2216.78500648879,20.478281307422,-156.922537598926,2960,2850,3080,3070,2780,3360
6,11,15,,12-Sep-2017 03:41:55,12-Sep-2017 03:45:47,12-Sep-2017 03:44:56,2886.31654535673,-694.575500215935,2877.37227344673,-712.464044035933,2895.26081726673,-676.686956395937,20.4543258629237,-156.923137649905,2872.90013749173,-766.129675495928,2863.95586558173,-784.018219315927,2886.31654535673,-739.296859765931,20.4536795102897,-156.923266232257,670,650,690,600,580,630
7,8,10,,12-Sep-2017 03:40:29,12-Sep-2017 03:44:25,14-Jul-1916 00:00:00,3910.43567905163,213.26809864898,3825.46509590664,43.3269323589955,4017.76694197162,427.930624488959,20.4625264619678,-156.913322530332,4120.62606893661,521.84547954395,3959.62917455663,199.851690783981,4277.1508273616,834.894996393921,20.465313857702,-156.911308073477,1940,1750,2180,2310,1950,2660
18,22,30,36,12-Sep-2017 03:49:32,12-Sep-2017 03:58:32,12-Sep-2017 03:54:02,4500.75762511158,-394.942391230963,4473.92480938158,-448.608022690958,4532.06257679657,-332.332487860969,20.4570324645786,-156.907664906824,4536.53471275157,-323.38821595097,4460.50840151658,-475.440838420956,4608.08888803157,-180.279865390984,20.4576788172127,-156.90732202055,1660,1600,1730,1740,1570,1900
9,21,,,12-Sep-2017 03:43:19,12-Sep-2017 03:50:44,12-Sep-2017 03:47:21,3463.22208355167,-479.912974375955,3445.33353973168,-515.690062015952,3481.11062737167,-444.135886735959,20.4562649208257,-156.917608608748,3373.77936445168,-569.355693475947,3311.16946108169,-694.575500215935,3503.47130714667,-309.971808085971,20.4554569800332,-156.918465824431,1120,1080,1160,1000,860,1290
13,23,25,,12-Sep-2017 03:44:46,12-Sep-2017 03:53:16,12-Sep-2017 03:49:05,3941.74063073663,52.2712042689946,3905.96354309663,-19.2829710109986,3986.46199028663,141.713923368986,20.4610721685413,-156.913022504843,3905.96354309663,-131.086369885988,3838.88150377164,-265.250448535975,4040.12762174662,137.241787413987,20.4594158899166,-156.913365391117,1810,1730,1910,1630,1480,1930
12,20,31,35,12-Sep-2017 03:44:46,12-Sep-2017 03:58:20,12-Sep-2017 03:54:27,4706.47587904156,105.93683572899,4661.75451949156,16.494116628998,4760.14151050155,213.26809864898,20.4615569330168,-156.905693310752,4634.92170376156,-81.8928743809927,4567.83966443657,-216.05695303098,4733.30869477155,114.881107638989,20.4598602573525,-156.906379083299,2200,2100,2320,2000,1850,2220
27,33,43,,12-Sep-2017 03:54:12,12-Sep-2017 04:02:46,12-Sep-2017 03:59:44,4983.74830825153,-1150.73336762589,4956.91549252153,-1204.39899908589,5015.05325993653,-1088.1234642559,20.4502053648818,-156.903035942135,5055.30248353152,-1074.7070563909,4997.16471611653,-1190.98259122089,5100.02384308152,-985.264337290908,20.4508921145555,-156.902350169588,1200,1140,1270,1300,1170,1400
26,37,,,12-Sep-2017 03:54:10,12-Sep-2017 03:58:54,12-Sep-2017 03:56:51,4447.09199365158,-1329.61880582588,4433.67558578658,-1356.45162155587,4464.98053747158,-1293.84171818588,20.4485894832968,-156.908179236233,4473.92480938158,-1275.95317436588,4424.73131387658,-1374.34016537587,4509.70189702158,-1204.39899908589,20.4490742477723,-156.907922071529,800,770,840,860,750,940
