TrackID,Loc_start_time,Loc_end_time,Loc_beam_time,Loc_m_1,Loc_m_2,Loc_m_min_1,Loc_m_min_2,Loc_m_max_1,Loc_m_max_2,Loc_LatLong_1,Loc_LatLong_2,Loc_m_dilated_1,Loc_m_dilated_2,Loc_m_dilated_min_1,Loc_m_dilated_min_2,Loc_m_dilated_max_1,Loc_m_dilated_max_2,Loc_LatLong_dilated_1,Loc_LatLong_dilated_2,distance_m,distance_m_minmax_1,distance_m_minmax_2,distance_m_dilated,distance_m_dilated_minmax_1,distance_m_dilated_minmax_2
4,04-May-2024 00:23:18,04-May-2024 00:23:21,14-Jul-1916,-10082.976819289,1704.36716212877,-9247.85436126362,884.934138568175,-10661.1385209989,2271.66694767073,10.7210330497478,-148.161586092567,-10082.976819289,1704.36716212877,-9247.85436126362,884.934138568175,-10661.1385209989,2271.66694767073,10.7210330497478,-148.161586092567,8390,7220,9200,8390,7220,9200
